linux_file_name,pc_file_name,distract_condition,target_color_condition,back_color_condition,distractor_color_condition,cue_condition,target_condition,correct_response,target_pos_index_condition
stimuli/block_01_trial_013.png,stimuli\block_01_trial_013.png,0,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",-1,C,slash,2
stimuli/block_01_trial_014.png,stimuli\block_01_trial_014.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",-1,D,z,8
stimuli/block_01_trial_015.png,stimuli\block_01_trial_015.png,1,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",-1,D,z,6
stimuli/block_01_trial_016.png,stimuli\block_01_trial_016.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",-1,C,slash,7
stimuli/block_01_trial_017.png,stimuli\block_01_trial_017.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",-1,C,slash,0
stimuli/block_01_trial_018.png,stimuli\block_01_trial_018.png,0,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",-1,D,z,1
stimuli/block_01_trial_019.png,stimuli\block_01_trial_019.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",-1,C,slash,7
stimuli/block_01_trial_020.png,stimuli\block_01_trial_020.png,1,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",-1,C,slash,6
stimuli/block_01_trial_021.png,stimuli\block_01_trial_021.png,1,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",-1,D,z,2
stimuli/block_01_trial_022.png,stimuli\block_01_trial_022.png,1,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",-1,D,z,5
stimuli/block_01_trial_023.png,stimuli\block_01_trial_023.png,0,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",-1,D,z,1
stimuli/block_01_trial_024.png,stimuli\block_01_trial_024.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",-1,C,slash,4
stimuli/block_01_trial_025.png,stimuli\block_01_trial_025.png,1,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",-1,D,z,0
stimuli/block_01_trial_026.png,stimuli\block_01_trial_026.png,0,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",-1,C,slash,1
stimuli/block_01_trial_027.png,stimuli\block_01_trial_027.png,0,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",-1,C,slash,7
stimuli/block_01_trial_028.png,stimuli\block_01_trial_028.png,1,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",-1,D,z,0
stimuli/block_01_trial_029.png,stimuli\block_01_trial_029.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",-1,D,z,5
stimuli/block_01_trial_030.png,stimuli\block_01_trial_030.png,1,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",-1,C,slash,5
stimuli/block_01_trial_031.png,stimuli\block_01_trial_031.png,0,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",-1,C,slash,8
stimuli/block_01_trial_032.png,stimuli\block_01_trial_032.png,0,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",-1,C,slash,2
stimuli/block_01_trial_033.png,stimuli\block_01_trial_033.png,0,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",-1,D,z,2
stimuli/block_01_trial_034.png,stimuli\block_01_trial_034.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",-1,C,slash,8
stimuli/block_01_trial_035.png,stimuli\block_01_trial_035.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",-1,D,z,3
stimuli/block_02_trial_036.png,stimuli\block_02_trial_036.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,5
stimuli/block_02_trial_037.png,stimuli\block_02_trial_037.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,0
stimuli/block_02_trial_038.png,stimuli\block_02_trial_038.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,5
stimuli/block_02_trial_039.png,stimuli\block_02_trial_039.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,6
stimuli/block_02_trial_040.png,stimuli\block_02_trial_040.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,2
stimuli/block_02_trial_041.png,stimuli\block_02_trial_041.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,5
stimuli/block_02_trial_042.png,stimuli\block_02_trial_042.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,8
stimuli/block_02_trial_043.png,stimuli\block_02_trial_043.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,4
stimuli/block_02_trial_044.png,stimuli\block_02_trial_044.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,6
stimuli/block_02_trial_045.png,stimuli\block_02_trial_045.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,8
stimuli/block_02_trial_046.png,stimuli\block_02_trial_046.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,0
stimuli/block_02_trial_047.png,stimuli\block_02_trial_047.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,4
stimuli/block_02_trial_048.png,stimuli\block_02_trial_048.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,3
stimuli/block_02_trial_049.png,stimuli\block_02_trial_049.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,7
stimuli/block_02_trial_050.png,stimuli\block_02_trial_050.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,8
stimuli/block_02_trial_051.png,stimuli\block_02_trial_051.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,6
stimuli/block_02_trial_052.png,stimuli\block_02_trial_052.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,3
stimuli/block_02_trial_053.png,stimuli\block_02_trial_053.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,5
stimuli/block_02_trial_054.png,stimuli\block_02_trial_054.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,1
stimuli/block_02_trial_055.png,stimuli\block_02_trial_055.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,7
stimuli/block_02_trial_056.png,stimuli\block_02_trial_056.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,8
stimuli/block_02_trial_057.png,stimuli\block_02_trial_057.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,1
stimuli/block_02_trial_058.png,stimuli\block_02_trial_058.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,6
stimuli/block_02_trial_059.png,stimuli\block_02_trial_059.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,1
stimuli/block_02_trial_060.png,stimuli\block_02_trial_060.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,7
stimuli/block_02_trial_061.png,stimuli\block_02_trial_061.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,4
stimuli/block_02_trial_062.png,stimuli\block_02_trial_062.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,3
stimuli/block_02_trial_063.png,stimuli\block_02_trial_063.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,6
stimuli/block_02_trial_064.png,stimuli\block_02_trial_064.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,0
stimuli/block_02_trial_065.png,stimuli\block_02_trial_065.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,2
stimuli/block_02_trial_066.png,stimuli\block_02_trial_066.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,0
stimuli/block_02_trial_067.png,stimuli\block_02_trial_067.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,4
stimuli/block_02_trial_068.png,stimuli\block_02_trial_068.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,5
stimuli/block_02_trial_069.png,stimuli\block_02_trial_069.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,6
stimuli/block_02_trial_070.png,stimuli\block_02_trial_070.png,0,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,D,z,5
stimuli/block_02_trial_071.png,stimuli\block_02_trial_071.png,1,"[255, 0, 0]","[0, 0, 0]","[0, 255, 0]",0,C,slash,5
stimuli/block_03_trial_072.png,stimuli\block_03_trial_072.png,1,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,C,slash,1
stimuli/block_03_trial_073.png,stimuli\block_03_trial_073.png,0,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,D,z,0
stimuli/block_03_trial_074.png,stimuli\block_03_trial_074.png,0,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,D,z,0
stimuli/block_03_trial_075.png,stimuli\block_03_trial_075.png,0,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,C,slash,1
stimuli/block_03_trial_076.png,stimuli\block_03_trial_076.png,0,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,C,slash,0
stimuli/block_03_trial_077.png,stimuli\block_03_trial_077.png,1,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,D,z,2
stimuli/block_03_trial_078.png,stimuli\block_03_trial_078.png,0,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,D,z,7
stimuli/block_03_trial_079.png,stimuli\block_03_trial_079.png,1,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,D,z,8
stimuli/block_03_trial_080.png,stimuli\block_03_trial_080.png,1,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,D,z,6
stimuli/block_03_trial_081.png,stimuli\block_03_trial_081.png,1,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,D,z,3
stimuli/block_03_trial_082.png,stimuli\block_03_trial_082.png,0,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,C,slash,7
stimuli/block_03_trial_083.png,stimuli\block_03_trial_083.png,1,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,D,z,4
stimuli/block_03_trial_084.png,stimuli\block_03_trial_084.png,0,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,D,z,2
stimuli/block_03_trial_085.png,stimuli\block_03_trial_085.png,1,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,D,z,1
stimuli/block_03_trial_086.png,stimuli\block_03_trial_086.png,0,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,D,z,4
stimuli/block_03_trial_087.png,stimuli\block_03_trial_087.png,1,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,D,z,3
stimuli/block_03_trial_088.png,stimuli\block_03_trial_088.png,0,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,C,slash,5
stimuli/block_03_trial_089.png,stimuli\block_03_trial_089.png,1,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,C,slash,0
stimuli/block_03_trial_090.png,stimuli\block_03_trial_090.png,0,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,C,slash,8
stimuli/block_03_trial_091.png,stimuli\block_03_trial_091.png,0,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,C,slash,3
stimuli/block_03_trial_092.png,stimuli\block_03_trial_092.png,0,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,C,slash,7
stimuli/block_03_trial_093.png,stimuli\block_03_trial_093.png,0,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,D,z,5
stimuli/block_03_trial_094.png,stimuli\block_03_trial_094.png,1,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,C,slash,0
stimuli/block_03_trial_095.png,stimuli\block_03_trial_095.png,0,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,D,z,4
stimuli/block_03_trial_096.png,stimuli\block_03_trial_096.png,1,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,C,slash,3
stimuli/block_03_trial_097.png,stimuli\block_03_trial_097.png,0,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,C,slash,7
stimuli/block_03_trial_098.png,stimuli\block_03_trial_098.png,1,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,D,z,3
stimuli/block_03_trial_099.png,stimuli\block_03_trial_099.png,0,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,D,z,2
stimuli/block_03_trial_100.png,stimuli\block_03_trial_100.png,0,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,D,z,3
stimuli/block_03_trial_101.png,stimuli\block_03_trial_101.png,1,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,C,slash,3
stimuli/block_03_trial_102.png,stimuli\block_03_trial_102.png,1,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,C,slash,7
stimuli/block_03_trial_103.png,stimuli\block_03_trial_103.png,1,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,C,slash,3
stimuli/block_03_trial_104.png,stimuli\block_03_trial_104.png,1,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,C,slash,7
stimuli/block_03_trial_105.png,stimuli\block_03_trial_105.png,0,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,D,z,8
stimuli/block_03_trial_106.png,stimuli\block_03_trial_106.png,0,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,D,z,4
stimuli/block_03_trial_107.png,stimuli\block_03_trial_107.png,1,"[0, 255, 0]","[0, 0, 0]","[225, 0, 0]",1,C,slash,1
